year,iso3,country,who_region,latitude,longitude,syndrome,confirmed_cases,deaths,recovered,case_fatality_rate,hospitalized,icu_admissions,human_to_human_cases,mortality_rate_per_100k,total_casos,total_muertes,total_recuperados,promedio_letalidad,años_registrados,decada
1982,KOR,South Korea,WPRO,37.6,127.0,HFRS,556,27,529,0.0486,526,153,0,4.85,38537,1905,36632,0.04958933333333333,75,1980
1983,KOR,South Korea,WPRO,37.6,127.0,HFRS,514,24,490,0.0467,429,199,0,4.66,38537,1905,36632,0.04958933333333333,75,1980
1984,KOR,South Korea,WPRO,37.6,127.0,HFRS,472,30,442,0.0636,366,102,0,6.34,38537,1905,36632,0.04958933333333333,75,1980
1985,KOR,South Korea,WPRO,37.6,127.0,HFRS,499,26,473,0.0521,401,109,0,5.2,38537,1905,36632,0.04958933333333333,75,1980
1986,KOR,South Korea,WPRO,37.6,127.0,HFRS,405,25,380,0.0617,319,110,0,6.16,38537,1905,36632,0.04958933333333333,75,1980
1987,KOR,South Korea,WPRO,37.6,127.0,HFRS,496,22,474,0.0444,378,153,0,4.43,38537,1905,36632,0.04958933333333333,75,1980
1988,KOR,South Korea,WPRO,37.6,127.0,HFRS,465,27,438,0.0581,370,152,0,5.79,38537,1905,36632,0.04958933333333333,75,1980
1989,KOR,South Korea,WPRO,37.6,127.0,HFRS,660,35,625,0.053,565,196,0,5.3,38537,1905,36632,0.04958933333333333,75,1980
1990,KOR,South Korea,WPRO,37.6,127.0,HFRS,449,24,425,0.0535,426,191,0,5.33,38537,1905,36632,0.04958933333333333,75,1990
1991,KOR,South Korea,WPRO,37.6,127.0,HFRS,463,26,437,0.0562,390,104,0,5.6,38537,1905,36632,0.04958933333333333,75,1990
1992,KOR,South Korea,WPRO,37.6,127.0,HFRS,482,30,452,0.0622,378,172,0,6.21,38537,1905,36632,0.04958933333333333,75,1990
1993,KOR,South Korea,WPRO,37.6,127.0,HFRS,454,23,431,0.0507,349,134,0,5.05,38537,1905,36632,0.04958933333333333,75,1990
1994,KOR,South Korea,WPRO,37.6,127.0,HFRS,676,30,646,0.0444,596,291,0,4.43,38537,1905,36632,0.04958933333333333,75,1990
1995,KOR,South Korea,WPRO,37.6,127.0,HFRS,751,31,720,0.0413,623,184,0,4.12,38537,1905,36632,0.04958933333333333,75,1990
1996,KOR,South Korea,WPRO,37.6,127.0,HFRS,721,45,676,0.0624,618,310,0,6.23,38537,1905,36632,0.04958933333333333,75,1990
1997,KOR,South Korea,WPRO,37.6,127.0,HFRS,516,27,489,0.0523,396,188,0,5.22,38537,1905,36632,0.04958933333333333,75,1990
1998,KOR,South Korea,WPRO,37.6,127.0,HFRS,381,22,359,0.0577,345,159,0,5.76,38537,1905,36632,0.04958933333333333,75,1990
1999,KOR,South Korea,WPRO,37.6,127.0,HFRS,374,16,358,0.0428,300,107,0,4.27,38537,1905,36632,0.04958933333333333,75,1990
2000,KOR,South Korea,WPRO,37.6,127.0,HFRS,441,27,414,0.0612,379,129,0,6.11,38537,1905,36632,0.04958933333333333,75,2000
2001,KOR,South Korea,WPRO,37.6,127.0,HFRS,592,28,564,0.0473,515,208,0,4.72,38537,1905,36632,0.04958933333333333,75,2000
2002,KOR,South Korea,WPRO,37.6,127.0,HFRS,780,38,742,0.0487,739,373,0,4.87,38537,1905,36632,0.04958933333333333,75,2000
2003,KOR,South Korea,WPRO,37.6,127.0,HFRS,515,32,483,0.0621,398,197,0,6.2,38537,1905,36632,0.04958933333333333,75,2000
2004,KOR,South Korea,WPRO,37.6,127.0,HFRS,500,30,470,0.06,461,226,0,5.99,38537,1905,36632,0.04958933333333333,75,2000
2005,KOR,South Korea,WPRO,37.6,127.0,HFRS,559,24,535,0.0429,428,158,0,4.29,38537,1905,36632,0.04958933333333333,75,2000
2006,KOR,South Korea,WPRO,37.6,127.0,HFRS,425,23,402,0.0541,348,188,0,5.4,38537,1905,36632,0.04958933333333333,75,2000
2007,KOR,South Korea,WPRO,37.6,127.0,HFRS,619,36,583,0.0582,480,244,0,5.81,38537,1905,36632,0.04958933333333333,75,2000
2008,KOR,South Korea,WPRO,37.6,127.0,HFRS,787,39,748,0.0496,685,328,0,4.95,38537,1905,36632,0.04958933333333333,75,2000
2009,KOR,South Korea,WPRO,37.6,127.0,HFRS,561,28,533,0.0499,465,136,0,4.98,38537,1905,36632,0.04958933333333333,75,2000
2010,KOR,South Korea,WPRO,37.6,127.0,HFRS,585,21,564,0.0359,441,128,0,3.58,38537,1905,36632,0.04958933333333333,75,2010
2011,KOR,South Korea,WPRO,37.6,127.0,HFRS,681,35,646,0.0514,642,243,0,5.13,38537,1905,36632,0.04958933333333333,75,2010
2012,KOR,South Korea,WPRO,37.6,127.0,HFRS,460,23,437,0.05,385,108,0,4.99,38537,1905,36632,0.04958933333333333,75,2010
2013,KOR,South Korea,WPRO,37.6,127.0,HFRS,565,23,542,0.0407,493,219,0,4.06,38537,1905,36632,0.04958933333333333,75,2010
2014,KOR,South Korea,WPRO,37.6,127.0,HFRS,496,18,478,0.0363,449,174,0,3.62,38537,1905,36632,0.04958933333333333,75,2010
2015,KOR,South Korea,WPRO,37.6,127.0,HFRS,525,34,491,0.0648,399,182,0,6.46,38537,1905,36632,0.04958933333333333,75,2010
2016,KOR,South Korea,WPRO,37.6,127.0,HFRS,864,36,828,0.0417,672,192,0,4.16,38537,1905,36632,0.04958933333333333,75,2010
2017,KOR,South Korea,WPRO,37.6,127.0,HFRS,586,22,564,0.0375,520,139,0,3.75,38537,1905,36632,0.04958933333333333,75,2010
2018,KOR,South Korea,WPRO,37.6,127.0,HFRS,576,37,539,0.0642,525,228,0,6.41,38537,1905,36632,0.04958933333333333,75,2010
2019,KOR,South Korea,WPRO,37.6,127.0,HFRS,475,25,450,0.0526,406,153,0,5.25,38537,1905,36632,0.04958933333333333,75,2010
2020,KOR,South Korea,WPRO,37.6,127.0,HFRS,445,27,418,0.0607,373,115,0,6.05,38537,1905,36632,0.04958933333333333,75,2020
2021,KOR,South Korea,WPRO,37.6,127.0,HFRS,581,27,554,0.0465,531,249,0,4.64,38537,1905,36632,0.04958933333333333,75,2020
2022,KOR,South Korea,WPRO,37.6,127.0,HFRS,794,28,766,0.0353,661,260,0,3.52,38537,1905,36632,0.04958933333333333,75,2020
2023,KOR,South Korea,WPRO,37.6,127.0,HFRS,548,23,525,0.042,494,143,0,4.19,38537,1905,36632,0.04958933333333333,75,2020
2024,KOR,South Korea,WPRO,37.6,127.0,HFRS,685,28,657,0.0409,515,166,0,4.08,38537,1905,36632,0.04958933333333333,75,2020
2025,KOR,South Korea,WPRO,37.6,127.0,HFRS,736,43,693,0.0584,693,274,0,5.83,38537,1905,36632,0.04958933333333333,75,2020
1960,JPN,Japan,WPRO,35.7,139.7,HFRS,7,0,7,0.0,5,2,0,0.0,595,0,595,0.0,66,1960
1961,JPN,Japan,WPRO,35.7,139.7,HFRS,6,0,6,0.0,4,1,0,0.0,595,0,595,0.0,66,1960
1962,JPN,Japan,WPRO,35.7,139.7,HFRS,7,0,7,0.0,5,1,0,0.0,595,0,595,0.0,66,1960
1963,JPN,Japan,WPRO,35.7,139.7,HFRS,5,0,5,0.0,4,2,0,0.0,595,0,595,0.0,66,1960
1964,JPN,Japan,WPRO,35.7,139.7,HFRS,8,0,8,0.0,7,2,0,0.0,595,0,595,0.0,66,1960
1965,JPN,Japan,WPRO,35.7,139.7,HFRS,7,0,7,0.0,5,2,0,0.0,595,0,595,0.0,66,1960
1966,JPN,Japan,WPRO,35.7,139.7,HFRS,8,0,8,0.0,7,3,0,0.0,595,0,595,0.0,66,1960
1967,JPN,Japan,WPRO,35.7,139.7,HFRS,9,0,9,0.0,6,2,0,0.0,595,0,595,0.0,66,1960
1968,JPN,Japan,WPRO,35.7,139.7,HFRS,7,0,7,0.0,5,2,0,0.0,595,0,595,0.0,66,1960
1969,JPN,Japan,WPRO,35.7,139.7,HFRS,6,0,6,0.0,5,1,0,0.0,595,0,595,0.0,66,1960
1970,JPN,Japan,WPRO,35.7,139.7,HFRS,5,0,5,0.0,4,1,0,0.0,595,0,595,0.0,66,1970
1971,JPN,Japan,WPRO,35.7,139.7,HFRS,6,0,6,0.0,4,1,0,0.0,595,0,595,0.0,66,1970
1972,JPN,Japan,WPRO,35.7,139.7,HFRS,8,0,8,0.0,6,1,0,0.0,595,0,595,0.0,66,1970
1973,JPN,Japan,WPRO,35.7,139.7,HFRS,9,0,9,0.0,7,1,0,0.0,595,0,595,0.0,66,1970
1974,JPN,Japan,WPRO,35.7,139.7,HFRS,7,0,7,0.0,5,2,0,0.0,595,0,595,0.0,66,1970
1975,JPN,Japan,WPRO,35.7,139.7,HFRS,9,0,9,0.0,7,2,0,0.0,595,0,595,0.0,66,1970
1976,JPN,Japan,WPRO,35.7,139.7,HFRS,8,0,8,0.0,7,2,0,0.0,595,0,595,0.0,66,1970
1977,JPN,Japan,WPRO,35.7,139.7,HFRS,5,0,5,0.0,4,1,0,0.0,595,0,595,0.0,66,1970
1978,JPN,Japan,WPRO,35.7,139.7,HFRS,9,0,9,0.0,7,3,0,0.0,595,0,595,0.0,66,1970
1979,JPN,Japan,WPRO,35.7,139.7,HFRS,10,0,10,0.0,7,2,0,0.0,595,0,595,0.0,66,1970
1980,JPN,Japan,WPRO,35.7,139.7,HFRS,12,0,12,0.0,9,3,0,0.0,595,0,595,0.0,66,1980
1981,JPN,Japan,WPRO,35.7,139.7,HFRS,9,0,9,0.0,8,2,0,0.0,595,0,595,0.0,66,1980
1982,JPN,Japan,WPRO,35.7,139.7,HFRS,8,0,8,0.0,7,3,0,0.0,595,0,595,0.0,66,1980
1983,JPN,Japan,WPRO,35.7,139.7,HFRS,7,0,7,0.0,6,3,0,0.0,595,0,595,0.0,66,1980
1984,JPN,Japan,WPRO,35.7,139.7,HFRS,9,0,9,0.0,8,3,0,0.0,595,0,595,0.0,66,1980
1985,JPN,Japan,WPRO,35.7,139.7,HFRS,9,0,9,0.0,8,3,0,0.0,595,0,595,0.0,66,1980
1986,JPN,Japan,WPRO,35.7,139.7,HFRS,7,0,7,0.0,6,3,0,0.0,595,0,595,0.0,66,1980
1987,JPN,Japan,WPRO,35.7,139.7,HFRS,7,0,7,0.0,5,2,0,0.0,595,0,595,0.0,66,1980
1988,JPN,Japan,WPRO,35.7,139.7,HFRS,12,0,12,0.0,10,5,0,0.0,595,0,595,0.0,66,1980
1989,JPN,Japan,WPRO,35.7,139.7,HFRS,11,0,11,0.0,9,3,0,0.0,595,0,595,0.0,66,1980
1990,JPN,Japan,WPRO,35.7,139.7,HFRS,8,0,8,0.0,7,3,0,0.0,595,0,595,0.0,66,1990
1991,JPN,Japan,WPRO,35.7,139.7,HFRS,8,0,8,0.0,6,2,0,0.0,595,0,595,0.0,66,1990
1992,JPN,Japan,WPRO,35.7,139.7,HFRS,6,0,6,0.0,5,2,0,0.0,595,0,595,0.0,66,1990
1993,JPN,Japan,WPRO,35.7,139.7,HFRS,7,0,7,0.0,6,1,0,0.0,595,0,595,0.0,66,1990
1994,JPN,Japan,WPRO,35.7,139.7,HFRS,11,0,11,0.0,9,2,0,0.0,595,0,595,0.0,66,1990
1995,JPN,Japan,WPRO,35.7,139.7,HFRS,10,0,10,0.0,8,2,0,0.0,595,0,595,0.0,66,1990
1996,JPN,Japan,WPRO,35.7,139.7,HFRS,11,0,11,0.0,9,2,0,0.0,595,0,595,0.0,66,1990
1997,JPN,Japan,WPRO,35.7,139.7,HFRS,11,0,11,0.0,8,2,0,0.0,595,0,595,0.0,66,1990
1998,JPN,Japan,WPRO,35.7,139.7,HFRS,7,0,7,0.0,6,2,0,0.0,595,0,595,0.0,66,1990
1999,JPN,Japan,WPRO,35.7,139.7,HFRS,8,0,8,0.0,7,2,0,0.0,595,0,595,0.0,66,1990
2000,JPN,Japan,WPRO,35.7,139.7,HFRS,9,0,9,0.0,8,2,0,0.0,595,0,595,0.0,66,2000
2001,JPN,Japan,WPRO,35.7,139.7,HFRS,11,0,11,0.0,9,2,0,0.0,595,0,595,0.0,66,2000
2002,JPN,Japan,WPRO,35.7,139.7,HFRS,12,0,12,0.0,10,2,0,0.0,595,0,595,0.0,66,2000
2003,JPN,Japan,WPRO,35.7,139.7,HFRS,11,0,11,0.0,9,3,0,0.0,595,0,595,0.0,66,2000
2004,JPN,Japan,WPRO,35.7,139.7,HFRS,10,0,10,0.0,8,3,0,0.0,595,0,595,0.0,66,2000
2005,JPN,Japan,WPRO,35.7,139.7,HFRS,8,0,8,0.0,6,2,0,0.0,595,0,595,0.0,66,2000
2006,JPN,Japan,WPRO,35.7,139.7,HFRS,10,0,10,0.0,9,3,0,0.0,595,0,595,0.0,66,2000
2007,JPN,Japan,WPRO,35.7,139.7,HFRS,10,0,10,0.0,8,3,0,0.0,595,0,595,0.0,66,2000
2008,JPN,Japan,WPRO,35.7,139.7,HFRS,9,0,9,0.0,7,3,0,0.0,595,0,595,0.0,66,2000
2009,JPN,Japan,WPRO,35.7,139.7,HFRS,14,0,14,0.0,12,4,0,0.0,595,0,595,0.0,66,2000
2010,JPN,Japan,WPRO,35.7,139.7,HFRS,11,0,11,0.0,8,2,0,0.0,595,0,595,0.0,66,2010
2011,JPN,Japan,WPRO,35.7,139.7,HFRS,11,0,11,0.0,9,3,0,0.0,595,0,595,0.0,66,2010
2012,JPN,Japan,WPRO,35.7,139.7,HFRS,7,0,7,0.0,5,1,0,0.0,595,0,595,0.0,66,2010
2013,JPN,Japan,WPRO,35.7,139.7,HFRS,7,0,7,0.0,5,2,0,0.0,595,0,595,0.0,66,2010
2014,JPN,Japan,WPRO,35.7,139.7,HFRS,9,0,9,0.0,7,2,0,0.0,595,0,595,0.0,66,2010
2015,JPN,Japan,WPRO,35.7,139.7,HFRS,14,0,14,0.0,11,5,0,0.0,595,0,595,0.0,66,2010
2016,JPN,Japan,WPRO,35.7,139.7,HFRS,12,0,12,0.0,9,2,0,0.0,595,0,595,0.0,66,2010
2017,JPN,Japan,WPRO,35.7,139.7,HFRS,13,0,13,0.0,10,4,0,0.0,595,0,595,0.0,66,2010
2018,JPN,Japan,WPRO,35.7,139.7,HFRS,11,0,11,0.0,9,2,0,0.0,595,0,595,0.0,66,2010
2019,JPN,Japan,WPRO,35.7,139.7,HFRS,11,0,11,0.0,10,2,0,0.0,595,0,595,0.0,66,2010
2020,JPN,Japan,WPRO,35.7,139.7,HFRS,7,0,7,0.0,5,1,0,0.0,595,0,595,0.0,66,2020
2021,JPN,Japan,WPRO,35.7,139.7,HFRS,13,0,13,0.0,10,4,0,0.0,595,0,595,0.0,66,2020
2022,JPN,Japan,WPRO,35.7,139.7,HFRS,12,0,12,0.0,9,3,0,0.0,595,0,595,0.0,66,2020
2023,JPN,Japan,WPRO,35.7,139.7,HFRS,9,0,9,0.0,8,2,0,0.0,595,0,595,0.0,66,2020
2024,JPN,Japan,WPRO,35.7,139.7,HFRS,12,0,12,0.0,9,4,0,0.0,595,0,595,0.0,66,2020
2025,JPN,Japan,WPRO,35.7,139.7,HFRS,8,0,8,0.0,7,2,0,0.0,595,0,595,0.0,66,2020
1978,RUS,Russia,EURO,55.8,37.6,HFRS,6452,188,6264,0.0291,5379,1764,0,2.91,341356,13801,327555,0.040552083333333336,48,1970
1979,RUS,Russia,EURO,55.8,37.6,HFRS,6746,347,6399,0.0514,5405,2411,0,5.14,341356,13801,327555,0.040552083333333336,48,1970
1980,RUS,Russia,EURO,55.8,37.6,HFRS,5782,240,5542,0.0415,4872,2638,0,4.15,341356,13801,327555,0.040552083333333336,48,1980
1981,RUS,Russia,EURO,55.8,37.6,HFRS,7424,270,7154,0.0364,5737,1694,0,3.64,341356,13801,327555,0.040552083333333336,48,1980
1982,RUS,Russia,EURO,55.8,37.6,HFRS,5688,193,5495,0.0339,5233,2189,0,3.39,341356,13801,327555,0.040552083333333336,48,1980
1983,RUS,Russia,EURO,55.8,37.6,HFRS,5901,181,5720,0.0307,5440,2539,0,3.07,341356,13801,327555,0.040552083333333336,48,1980
1984,RUS,Russia,EURO,55.8,37.6,HFRS,4207,189,4018,0.0449,3612,991,0,4.49,341356,13801,327555,0.040552083333333336,48,1980
1985,RUS,Russia,EURO,55.8,37.6,HFRS,5475,216,5259,0.0395,4287,2288,0,3.94,341356,13801,327555,0.040552083333333336,48,1980
1986,RUS,Russia,EURO,55.8,37.6,HFRS,7501,330,7171,0.044,6319,2360,0,4.4,341356,13801,327555,0.040552083333333336,48,1980
1987,RUS,Russia,EURO,55.8,37.6,HFRS,7728,317,7411,0.041,5892,2378,0,4.1,341356,13801,327555,0.040552083333333336,48,1980
1988,RUS,Russia,EURO,55.8,37.6,HFRS,8564,334,8230,0.039,6511,3163,0,3.9,341356,13801,327555,0.040552083333333336,48,1980
1989,RUS,Russia,EURO,55.8,37.6,HFRS,5913,202,5711,0.0342,4629,1615,0,3.42,341356,13801,327555,0.040552083333333336,48,1980
1990,RUS,Russia,EURO,55.8,37.6,HFRS,6937,280,6657,0.0404,5487,2816,0,4.04,341356,13801,327555,0.040552083333333336,48,1990
1991,RUS,Russia,EURO,55.8,37.6,HFRS,6728,328,6400,0.0488,5367,2068,0,4.87,341356,13801,327555,0.040552083333333336,48,1990
1992,RUS,Russia,EURO,55.8,37.6,HFRS,7317,340,6977,0.0465,5527,1489,0,4.65,341356,13801,327555,0.040552083333333336,48,1990
1993,RUS,Russia,EURO,55.8,37.6,HFRS,6598,328,6270,0.0497,5659,2259,0,4.97,341356,13801,327555,0.040552083333333336,48,1990
1994,RUS,Russia,EURO,55.8,37.6,HFRS,6069,265,5804,0.0437,5549,2020,0,4.37,341356,13801,327555,0.040552083333333336,48,1990
1995,RUS,Russia,EURO,55.8,37.6,HFRS,8888,454,8434,0.0511,7028,2860,0,5.11,341356,13801,327555,0.040552083333333336,48,1990
1996,RUS,Russia,EURO,55.8,37.6,HFRS,6531,307,6224,0.047,5652,2488,0,4.7,341356,13801,327555,0.040552083333333336,48,1990
1997,RUS,Russia,EURO,55.8,37.6,HFRS,7424,278,7146,0.0374,6926,2839,0,3.74,341356,13801,327555,0.040552083333333336,48,1990
1998,RUS,Russia,EURO,55.8,37.6,HFRS,4925,220,4705,0.0447,4475,1544,0,4.47,341356,13801,327555,0.040552083333333336,48,1990
1999,RUS,Russia,EURO,55.8,37.6,HFRS,7290,362,6928,0.0497,5871,3200,0,4.97,341356,13801,327555,0.040552083333333336,48,1990
2000,RUS,Russia,EURO,55.8,37.6,HFRS,5788,190,5598,0.0328,4554,2359,0,3.28,341356,13801,327555,0.040552083333333336,48,2000
2001,RUS,Russia,EURO,55.8,37.6,HFRS,8549,270,8279,0.0316,7164,3113,0,3.16,341356,13801,327555,0.040552083333333336,48,2000
2002,RUS,Russia,EURO,55.8,37.6,HFRS,6489,319,6170,0.0492,5909,2372,0,4.92,341356,13801,327555,0.040552083333333336,48,2000
2003,RUS,Russia,EURO,55.8,37.6,HFRS,9458,359,9099,0.038,8955,4033,0,3.8,341356,13801,327555,0.040552083333333336,48,2000
2004,RUS,Russia,EURO,55.8,37.6,HFRS,7232,231,7001,0.0319,6699,2533,0,3.19,341356,13801,327555,0.040552083333333336,48,2000
2005,RUS,Russia,EURO,55.8,37.6,HFRS,5177,146,5031,0.0282,4462,1821,0,2.82,341356,13801,327555,0.040552083333333336,48,2000
2006,RUS,Russia,EURO,55.8,37.6,HFRS,7192,355,6837,0.0494,5508,2585,0,4.94,341356,13801,327555,0.040552083333333336,48,2000
2007,RUS,Russia,EURO,55.8,37.6,HFRS,6236,303,5933,0.0486,5698,2348,0,4.86,341356,13801,327555,0.040552083333333336,48,2000
2008,RUS,Russia,EURO,55.8,37.6,HFRS,9185,326,8859,0.0355,7754,3849,0,3.55,341356,13801,327555,0.040552083333333336,48,2000
2009,RUS,Russia,EURO,55.8,37.6,HFRS,8408,307,8101,0.0365,7137,3557,0,3.65,341356,13801,327555,0.040552083333333336,48,2000
2010,RUS,Russia,EURO,55.8,37.6,HFRS,7364,236,7128,0.032,6571,3271,0,3.2,341356,13801,327555,0.040552083333333336,48,2010
2011,RUS,Russia,EURO,55.8,37.6,HFRS,5674,191,5483,0.0337,4416,1564,0,3.37,341356,13801,327555,0.040552083333333336,48,2010
2012,RUS,Russia,EURO,55.8,37.6,HFRS,6353,292,6061,0.046,5592,2439,0,4.6,341356,13801,327555,0.040552083333333336,48,2010
2013,RUS,Russia,EURO,55.8,37.6,HFRS,6278,302,5976,0.0481,5300,2881,0,4.81,341356,13801,327555,0.040552083333333336,48,2010
2014,RUS,Russia,EURO,55.8,37.6,HFRS,8245,255,7990,0.0309,7298,2536,0,3.09,341356,13801,327555,0.040552083333333336,48,2010
2015,RUS,Russia,EURO,55.8,37.6,HFRS,9496,281,9215,0.0296,7454,3777,0,2.96,341356,13801,327555,0.040552083333333336,48,2010
2016,RUS,Russia,EURO,55.8,37.6,HFRS,7744,372,7372,0.048,6240,2763,0,4.8,341356,13801,327555,0.040552083333333336,48,2010
2017,RUS,Russia,EURO,55.8,37.6,HFRS,9197,370,8827,0.0402,7459,2340,0,4.02,341356,13801,327555,0.040552083333333336,48,2010
2018,RUS,Russia,EURO,55.8,37.6,HFRS,5675,200,5475,0.0352,4997,2655,0,3.52,341356,13801,327555,0.040552083333333336,48,2010
2019,RUS,Russia,EURO,55.8,37.6,HFRS,8064,374,7690,0.0464,7319,3289,0,4.64,341356,13801,327555,0.040552083333333336,48,2010
2020,RUS,Russia,EURO,55.8,37.6,HFRS,6227,309,5918,0.0496,5505,2301,0,4.96,341356,13801,327555,0.040552083333333336,48,2020
2021,RUS,Russia,EURO,55.8,37.6,HFRS,6495,251,6244,0.0386,5469,2785,0,3.86,341356,13801,327555,0.040552083333333336,48,2020
2022,RUS,Russia,EURO,55.8,37.6,HFRS,9274,344,8930,0.0371,8767,2482,0,3.71,341356,13801,327555,0.040552083333333336,48,2020
2023,RUS,Russia,EURO,55.8,37.6,HFRS,8990,260,8730,0.0289,8072,4241,0,2.89,341356,13801,327555,0.040552083333333336,48,2020
2024,RUS,Russia,EURO,55.8,37.6,HFRS,7780,378,7402,0.0486,6289,3290,0,4.86,341356,13801,327555,0.040552083333333336,48,2020
2025,RUS,Russia,EURO,55.8,37.6,HFRS,8698,411,8287,0.0473,6554,3531,0,4.72,341356,13801,327555,0.040552083333333336,48,2020
1980,FIN,Finland,EURO,60.2,24.9,HFRS,1864,16,1848,0.0086,1707,570,0,0.86,81286,741,80545,0.00915,46,1980
1981,FIN,Finland,EURO,60.2,24.9,HFRS,2055,15,2040,0.0073,1830,754,0,0.73,81286,741,80545,0.00915,46,1980
1982,FIN,Finland,EURO,60.2,24.9,HFRS,1295,10,1285,0.0077,974,380,0,0.77,81286,741,80545,0.00915,46,1980
1983,FIN,Finland,EURO,60.2,24.9,HFRS,1293,13,1280,0.0101,1046,355,0,1.0,81286,741,80545,0.00915,46,1980
1984,FIN,Finland,EURO,60.2,24.9,HFRS,1481,10,1471,0.0068,1378,696,0,0.67,81286,741,80545,0.00915,46,1980
1985,FIN,Finland,EURO,60.2,24.9,HFRS,1492,15,1477,0.0101,1385,423,0,1.0,81286,741,80545,0.00915,46,1980
1986,FIN,Finland,EURO,60.2,24.9,HFRS,1241,10,1231,0.0081,1127,293,0,0.81,81286,741,80545,0.00915,46,1980
1987,FIN,Finland,EURO,60.2,24.9,HFRS,1842,23,1819,0.0125,1696,689,0,1.25,81286,741,80545,0.00915,46,1980
1988,FIN,Finland,EURO,60.2,24.9,HFRS,1429,17,1412,0.0119,1242,353,0,1.19,81286,741,80545,0.00915,46,1980
1989,FIN,Finland,EURO,60.2,24.9,HFRS,1364,16,1348,0.0117,1205,601,0,1.17,81286,741,80545,0.00915,46,1980
1990,FIN,Finland,EURO,60.2,24.9,HFRS,1800,18,1782,0.01,1536,582,0,1.0,81286,741,80545,0.00915,46,1990
1991,FIN,Finland,EURO,60.2,24.9,HFRS,1265,12,1253,0.0095,1144,492,0,0.95,81286,741,80545,0.00915,46,1990
1992,FIN,Finland,EURO,60.2,24.9,HFRS,1735,16,1719,0.0092,1511,663,0,0.92,81286,741,80545,0.00915,46,1990
1993,FIN,Finland,EURO,60.2,24.9,HFRS,1731,19,1712,0.011,1380,557,0,1.1,81286,741,80545,0.00915,46,1990
1994,FIN,Finland,EURO,60.2,24.9,HFRS,1494,13,1481,0.0087,1266,564,0,0.87,81286,741,80545,0.00915,46,1990
1995,FIN,Finland,EURO,60.2,24.9,HFRS,2358,25,2333,0.0106,2119,851,0,1.06,81286,741,80545,0.00915,46,1990
1996,FIN,Finland,EURO,60.2,24.9,HFRS,1922,14,1908,0.0073,1539,551,0,0.73,81286,741,80545,0.00915,46,1990
1997,FIN,Finland,EURO,60.2,24.9,HFRS,1571,11,1560,0.007,1222,406,0,0.7,81286,741,80545,0.00915,46,1990
1998,FIN,Finland,EURO,60.2,24.9,HFRS,1810,16,1794,0.0088,1531,472,0,0.88,81286,741,80545,0.00915,46,1990
1999,FIN,Finland,EURO,60.2,24.9,HFRS,1609,13,1596,0.0081,1273,515,0,0.81,81286,741,80545,0.00915,46,1990
2000,FIN,Finland,EURO,60.2,24.9,HFRS,1309,9,1300,0.0069,1039,271,0,0.69,81286,741,80545,0.00915,46,2000
2001,FIN,Finland,EURO,60.2,24.9,HFRS,1573,14,1559,0.0089,1432,603,0,0.89,81286,741,80545,0.00915,46,2000
2002,FIN,Finland,EURO,60.2,24.9,HFRS,2033,17,2016,0.0084,1903,702,0,0.84,81286,741,80545,0.00915,46,2000
2003,FIN,Finland,EURO,60.2,24.9,HFRS,1500,16,1484,0.0107,1159,409,0,1.07,81286,741,80545,0.00915,46,2000
2004,FIN,Finland,EURO,60.2,24.9,HFRS,1677,20,1657,0.0119,1423,655,0,1.19,81286,741,80545,0.00915,46,2000
2005,FIN,Finland,EURO,60.2,24.9,HFRS,1914,14,1900,0.0073,1540,567,0,0.73,81286,741,80545,0.00915,46,2000
2006,FIN,Finland,EURO,60.2,24.9,HFRS,1536,14,1522,0.0091,1430,663,0,0.91,81286,741,80545,0.00915,46,2000
2007,FIN,Finland,EURO,60.2,24.9,HFRS,1922,17,1905,0.0088,1758,943,0,0.88,81286,741,80545,0.00915,46,2000
2008,FIN,Finland,EURO,60.2,24.9,HFRS,2380,16,2364,0.0067,2087,553,0,0.67,81286,741,80545,0.00915,46,2000
2009,FIN,Finland,EURO,60.2,24.9,HFRS,1861,13,1848,0.007,1620,738,0,0.7,81286,741,80545,0.00915,46,2000
2010,FIN,Finland,EURO,60.2,24.9,HFRS,1599,14,1585,0.0088,1345,485,0,0.88,81286,741,80545,0.00915,46,2010
2011,FIN,Finland,EURO,60.2,24.9,HFRS,1418,13,1405,0.0092,1276,346,0,0.92,81286,741,80545,0.00915,46,2010
2012,FIN,Finland,EURO,60.2,24.9,HFRS,1270,11,1259,0.0087,1191,536,0,0.87,81286,741,80545,0.00915,46,2010
2013,FIN,Finland,EURO,60.2,24.9,HFRS,1822,16,1806,0.0088,1582,400,0,0.88,81286,741,80545,0.00915,46,2010
2014,FIN,Finland,EURO,60.2,24.9,HFRS,2036,25,2011,0.0123,1776,909,0,1.23,81286,741,80545,0.00915,46,2010
2015,FIN,Finland,EURO,60.2,24.9,HFRS,2385,18,2367,0.0075,2219,598,0,0.75,81286,741,80545,0.00915,46,2010
2016,FIN,Finland,EURO,60.2,24.9,HFRS,2251,17,2234,0.0076,1693,637,0,0.75,81286,741,80545,0.00915,46,2010
2017,FIN,Finland,EURO,60.2,24.9,HFRS,1857,18,1839,0.0097,1607,422,0,0.97,81286,741,80545,0.00915,46,2010
2018,FIN,Finland,EURO,60.2,24.9,HFRS,1483,15,1468,0.0101,1214,569,0,1.01,81286,741,80545,0.00915,46,2010
